reaction,FBAmodel,upper_bound
EX_sTn__antigen_e_r,Escherichia_coli_SE11,1e-06
EX_strch1_e_f,Clostridium_butyricum_DSM_10702,1000
EX_strch1_e_r,Clostridium_butyricum_DSM_10702,6.818e-11
EX_strch2_e_f,Clostridium_butyricum_DSM_10702,1000
EX_strch2_e_r,Clostridium_butyricum_DSM_10702,1e-06
EX_stys_e_f,Clostridium_butyricum_DSM_10702,1000
EX_stys_e_r,Clostridium_butyricum_DSM_10702,1e-06
EX_succ_e_f,Clostridium_butyricum_DSM_10702,1000
EX_succ_e_f,Escherichia_coli_SE11,1000
EX_succ_e_r,Clostridium_butyricum_DSM_10702,5e-11
EX_succ_e_r,Escherichia_coli_SE11,5e-11
EX_sucr_e_f,Clostridium_butyricum_DSM_10702,1000
EX_sucr_e_f,Escherichia_coli_SE11,1000
EX_sucr_e_r,Clostridium_butyricum_DSM_10702,9.87e-12
EX_sucr_e_r,Escherichia_coli_SE11,9.87e-12
EX_sulfac_e_f,Clostridium_butyricum_DSM_10702,1000
EX_sulfac_e_f,Escherichia_coli_SE11,1000
EX_sulfac_e_r,Clostridium_butyricum_DSM_10702,5e-07
EX_sulfac_e_r,Escherichia_coli_SE11,5e-07
EX_T__antigen_e_f,Escherichia_coli_SE11,1000
EX_T__antigen_e_r,Escherichia_coli_SE11,1e-06
EX_taur_e_f,Clostridium_butyricum_DSM_10702,1000
EX_taur_e_f,Escherichia_coli_SE11,1000
EX_taur_e_r,Clostridium_butyricum_DSM_10702,5e-07
EX_taur_e_r,Escherichia_coli_SE11,5e-07
EX_tchola_e_f,Escherichia_coli_SE11,1000
EX_tchola_e_r,Escherichia_coli_SE11,1e-06
EX_tdchola_e_f,Escherichia_coli_SE11,1000
EX_tdchola_e_r,Escherichia_coli_SE11,1e-06
EX_thm_e_f,Clostridium_butyricum_DSM_10702,1000
EX_thm_e_f,Escherichia_coli_SE11,1000
EX_thm_e_r,Clostridium_butyricum_DSM_10702,5e-10
EX_thm_e_r,Escherichia_coli_SE11,5e-10
EX_thr__L_e_f,Escherichia_coli_SE11,1000
EX_thr__L_e_r,Escherichia_coli_SE11,2.25e-10
EX_thymd_e_f,Clostridium_butyricum_DSM_10702,1000
EX_thymd_e_f,Escherichia_coli_SE11,1000
EX_thymd_e_r,Clostridium_butyricum_DSM_10702,5e-11
EX_thymd_e_r,Escherichia_coli_SE11,5e-11
EX_tma_e_f,Escherichia_coli_SE11,1000
EX_tma_e_r,Escherichia_coli_SE11,1e-06
EX_tmao_e_f,Escherichia_coli_SE11,1000
EX_tmao_e_r,Escherichia_coli_SE11,1e-06
EX_Tn__antigen_e_f,Escherichia_coli_SE11,1000
EX_Tn__antigen_e_r,Escherichia_coli_SE11,1e-06
EX_tre_e_f,Clostridium_butyricum_DSM_10702,1000
EX_tre_e_f,Escherichia_coli_SE11,1000
EX_tre_e_r,Clostridium_butyricum_DSM_10702,9.87e-12
EX_tre_e_r,Escherichia_coli_SE11,9.87e-12
EX_trp__L_e_f,Clostridium_butyricum_DSM_10702,1000
EX_trp__L_e_f,Escherichia_coli_SE11,1000
EX_trp__L_e_r,Clostridium_butyricum_DSM_10702,4.091e-11
EX_trp__L_e_r,Escherichia_coli_SE11,4.091e-11
EX_tsul_e_f,Clostridium_butyricum_DSM_10702,1000
EX_tsul_e_f,Escherichia_coli_SE11,1000
EX_tsul_e_r,Clostridium_butyricum_DSM_10702,5e-07
EX_tsul_e_r,Escherichia_coli_SE11,5e-07
EX_ttdca_e_f,Escherichia_coli_SE11,1000
EX_ttdca_e_r,Escherichia_coli_SE11,3.4338e-11
EX_tym_e_f,Escherichia_coli_SE11,1000
EX_tym_e_r,Escherichia_coli_SE11,1e-06
EX_Tyr__ggn_e_f,Clostridium_butyricum_DSM_10702,1000
EX_Tyr__ggn_e_r,Clostridium_butyricum_DSM_10702,1e-06
EX_tyr__L_e_f,Escherichia_coli_SE11,1000
EX_tyr__L_e_r,Escherichia_coli_SE11,1e-09
EX_ura_e_f,Clostridium_butyricum_DSM_10702,1000
EX_ura_e_f,Escherichia_coli_SE11,1000
EX_ura_e_r,Clostridium_butyricum_DSM_10702,5e-11
EX_ura_e_r,Escherichia_coli_SE11,5e-11
EX_urea_e_f,Clostridium_butyricum_DSM_10702,1000
EX_urea_e_f,Escherichia_coli_SE11,1000
EX_urea_e_r,Clostridium_butyricum_DSM_10702,5e-11
EX_urea_e_r,Escherichia_coli_SE11,5e-11
EX_uri_e_f,Clostridium_butyricum_DSM_10702,1000
EX_uri_e_f,Escherichia_coli_SE11,1000
EX_uri_e_r,Clostridium_butyricum_DSM_10702,5e-11
EX_uri_e_r,Escherichia_coli_SE11,5e-11
EX_val__L_e_f,Clostridium_butyricum_DSM_10702,1000
EX_val__L_e_f,Escherichia_coli_SE11,1000
EX_val__L_e_r,Clostridium_butyricum_DSM_10702,9e-11
EX_val__L_e_r,Escherichia_coli_SE11,9e-11
EX_xan_e_f,Clostridium_butyricum_DSM_10702,1000
EX_xan_e_f,Escherichia_coli_SE11,1000
EX_xan_e_r,Clostridium_butyricum_DSM_10702,5e-11
EX_xan_e_r,Escherichia_coli_SE11,5e-11
EX_xtsn_e_f,Escherichia_coli_SE11,1000
EX_xtsn_e_r,Escherichia_coli_SE11,1e-06
EX_xyl__D_e_f,Clostridium_butyricum_DSM_10702,1000
EX_xyl__D_e_f,Escherichia_coli_SE11,1000
EX_xyl__D_e_r,Clostridium_butyricum_DSM_10702,2.3685e-11
EX_xyl__D_e_r,Escherichia_coli_SE11,2.3685e-11
EX_zn2_e_f,Clostridium_butyricum_DSM_10702,1000
EX_zn2_e_f,Escherichia_coli_SE11,1000
EX_zn2_e_r,Clostridium_butyricum_DSM_10702,5e-10
EX_zn2_e_r,Escherichia_coli_SE11,5e-10
pbiosynthesis_f,Clostridium_butyricum_DSM_10702,1000
pbiosynthesis_f,Escherichia_coli_SE11,1000
pbiosynthesis_r,Clostridium_butyricum_DSM_10702,1e-06
pbiosynthesis_r,Escherichia_coli_SE11,1e-06
rtranscription_f,Clostridium_butyricum_DSM_10702,1000
rtranscription_f,Escherichia_coli_SE11,1000
rtranscription_r,Clostridium_butyricum_DSM_10702,1e-06
rtranscription_r,Escherichia_coli_SE11,1e-06
sink_PGPm1_c_f,Clostridium_butyricum_DSM_10702,1000
sink_PGPm1_c_r,Clostridium_butyricum_DSM_10702,1e-06
sink_s_f,Escherichia_coli_SE11,1000
sink_s_r,Escherichia_coli_SE11,1e-06
sink_thissh_c_f,Clostridium_butyricum_DSM_10702,1000
sink_thissh_c_r,Clostridium_butyricum_DSM_10702,1e-06
